id,loan_amnt,term,interest_rate,grade,employment_length,purpose,credit_score,application_type,loan_status
5195,653.0662096,3 years,13.65757549,C2,0 years,debt_consolidation,657.8821553,Individual,0
5196,959.7393362,3 years,14.620896,C1,6 years,house,658.4371551,Individual,0
5197,1215.379438,3 years,11.30717331,B3,9 years,debt_consolidation,678.8031848,Individual,1
5198,3229.619374,3 years,17.52770646,A1,6 years,credit_card,781.011332,Joint App,0
5199,1567.275142,3 years,10.81559215,B3,6 years,credit_card,680.7597377,Individual,0
5200,1618.146985,5 years,19.04585204,A2,0 years,debt_consolidation,713.0290739,Individual,0
5201,3476.489342,3 years,14.85649987,C4,10 years,debt_consolidation,659.5260374,Individual,0
5202,586.6152733,3 years,14.3835215,C4,7 years,car,657.8271685,Individual,0
5203,3557.022235,5 years,17.19382038,D2,2 years,debt_consolidation,681.2041793,Individual,0
5204,1510.549935,3 years,18.26615993,C3,2 years,debt_consolidation,656.6919725,Individual,1
5205,1599.183161,3 years,24.29314076,B1,10 years,debt_consolidation,662.3402086,Individual,0
5206,1141.042447,3 years,10.96957922,B2,7 years,credit_card,682.295567,Joint App,0
5207,2229.020096,3 years,6.195367672,A5,10 years,debt_consolidation,797.4959396,Individual,0
5208,2419.984912,5 years,10.4538122,B3,3 years,credit_card,681.8127491,Individual,0
5209,1200.149105,3 years,11.48795285,B3,10 years,debt_consolidation,657.4524599,Individual,1
5210,3348.467645,3 years,6.656893413,A1,9 years,debt_consolidation,718.8142052,Individual,0
5211,2095.085838,3 years,13.70800807,D5,0 years,credit_card,655.6211155,Joint App,0
5212,1036.643207,3 years,10.81972425,B2,10 years,credit_card,659.3212369,Individual,0
5213,671.8508425,3 years,8.429979659,A5,10 years,debt_consolidation,659.3661246,Individual,0
5214,1167.948438,5 years,23.56774463,D5,0 years,debt_consolidation,658.9186114,Joint App,0
5215,1576.45735,3 years,23.93675925,A2,2 years,credit_card,680.7666286,Individual,0
5216,3312.042233,3 years,13.90795087,C3,1 year,home_improvement,660.8234424,Individual,0
5217,1668.182998,3 years,7.941697097,A4,0 years,credit_card,679.7823387,Joint App,0
5218,1174.827211,3 years,10.44372012,B3,10 years,home_improvement,715.7471996,Individual,0
5219,694.1292395,3 years,6.642495321,C2,0 years,debt_consolidation,709.962528,Joint App,0
5220,655.6304719,3 years,18.32875002,D3,9 years,major_purchase,657.2156796,Individual,0
5221,2301.451351,5 years,20.51003221,D4,10 years,debt_consolidation,658.2864663,Joint App,1
5222,1213.08637,3 years,13.11546137,C1,5 years,debt_consolidation,680.1073155,Individual,0
5223,1698.030208,5 years,10.24670962,B3,3 years,debt_consolidation,728.9052909,Individual,1
5224,1180.126144,3 years,17.09010329,D1,5 years,debt_consolidation,658.8155043,Individual,1
5225,1042.434263,3 years,18.24218893,D2,10 years,other,658.8669105,Individual,0
5226,1085.155621,3 years,10.89461521,B3,8 years,debt_consolidation,770.3618122,Individual,1
5227,2395.415354,5 years,11.58678899,B5,3 years,debt_consolidation,708.1094939,Individual,1
5228,2427.306103,5 years,8.080589077,A4,10 years,debt_consolidation,682.3642037,Individual,0
5229,1137.977755,3 years,10.95863602,B2,0 years,debt_consolidation,678.3807884,Individual,0
5230,698.2900765,3 years,6.205247681,A2,10 years,debt_consolidation,679.8901604,Individual,0
5231,1132.29693,3 years,13.98233257,C2,0 years,credit_card,679.9843477,Joint App,0
5232,682.7300081,3 years,13.84412812,B4,7 years,car,659.3140225,Individual,0
5233,2309.828654,3 years,8.220607392,A5,4 years,debt_consolidation,720.4008148,Individual,0
5234,1170.284517,3 years,8.224058827,A5,10 years,debt_consolidation,717.9505373,Individual,0
5235,1107.666238,3 years,8.300188745,A5,10 years,debt_consolidation,657.1290465,Individual,0
5236,1506.595454,3 years,17.71488614,D2,6 years,debt_consolidation,655.8876943,Individual,1
5237,2374.050987,3 years,11.09422874,B1,10 years,debt_consolidation,656.6028407,Individual,0
5238,2308.392331,3 years,23.34702159,E4,7 years,debt_consolidation,677.2703889,Joint App,0
5239,3201.569095,3 years,16.98367782,C4,6 years,house,717.7602022,Individual,0
5240,1120.405797,3 years,14.91016676,B3,10 years,debt_consolidation,678.2414425,Joint App,0
5241,2460.490126,5 years,16.74984286,D3,10 years,debt_consolidation,678.4252043,Individual,0
5242,654.7687244,3 years,11.12998337,B4,9 years,debt_consolidation,658.6610679,Individual,1
5243,1047.992571,3 years,13.23074327,B5,4 years,home_improvement,716.5853532,Individual,0
5244,1694.853445,3 years,12.54068587,C1,4 years,debt_consolidation,660.0215517,Individual,0
5245,3611.798769,5 years,17.82089847,C3,10 years,debt_consolidation,679.2163535,Joint App,0
5246,3431.46234,5 years,18.40359369,D1,10 years,debt_consolidation,678.2502401,Individual,0
5247,3228.560991,3 years,23.21464823,C2,9 years,debt_consolidation,663.9596577,Individual,0
5248,1157.542361,3 years,17.43978682,D3,6 years,debt_consolidation,655.682071,Joint App,0
5249,695.4017047,3 years,8.306612824,A5,9 years,debt_consolidation,719.6199116,Individual,0
5250,1117.581763,3 years,14.9273881,C5,10 years,debt_consolidation,677.736707,Individual,1
5251,1091.205101,3 years,8.391475991,A5,10 years,debt_consolidation,712.4636395,Individual,0
5252,1604.306963,3 years,10.92518538,B1,9 years,debt_consolidation,676.4847239,Individual,1
5253,1129.255296,3 years,7.946525744,A4,1 year,debt_consolidation,721.3466751,Individual,0
5254,2201.889662,5 years,13.87579338,C2,0 years,credit_card,679.3516288,Joint App,1
5255,1129.835824,3 years,22.23526447,B5,1 year,other,680.597042,Individual,0
5256,571.7979899,3 years,24.59301429,B1,10 years,other,709.0094361,Individual,1
5257,2343.669064,5 years,21.04366109,E4,0 years,debt_consolidation,714.3508413,Joint App,0
5258,1094.699531,3 years,13.37209156,B4,7 years,debt_consolidation,664.0199173,Individual,1
5259,1085.794564,3 years,23.31886762,D3,10 years,debt_consolidation,655.7588585,Individual,1
5260,1035.022877,5 years,7.95457038,A5,3 years,debt_consolidation,731.2943707,Individual,0
5261,1059.345125,3 years,10.68839961,B4,1 year,debt_consolidation,658.2334126,Individual,0
5262,1585.596775,3 years,17.9732005,D1,2 years,debt_consolidation,655.0655886,Individual,0
5263,3363.626665,3 years,14.18815906,C4,10 years,debt_consolidation,681.8952434,Joint App,0
5264,1058.800554,3 years,14.24485133,C4,0 years,credit_card,658.5203702,Individual,0
5265,2441.236331,3 years,10.32386765,B2,0 years,other,677.6819469,Individual,0
5266,2380.099042,5 years,11.0138194,B3,10 years,credit_card,682.3985425,Individual,0
5267,1787.903398,3 years,11.41435195,B3,10 years,credit_card,677.8315164,Individual,0
5268,1171.656384,5 years,17.44069539,D2,10 years,debt_consolidation,655.4467237,Individual,0
5269,1199.508734,5 years,13.14442473,C1,3 years,debt_consolidation,659.7480211,Individual,0
5270,1119.676077,3 years,11.01055318,B3,5 years,debt_consolidation,682.4688141,Individual,0
5271,2094.66773,3 years,24.5675564,D3,7 years,debt_consolidation,658.9777355,Individual,0
5272,2489.024338,5 years,11.27167746,B3,0 years,credit_card,680.8193895,Individual,0
5273,1217.520389,3 years,8.819001205,A5,10 years,debt_consolidation,720.4657188,Individual,0
5274,641.174564,3 years,7.229572719,A1,10 years,credit_card,766.8222153,Joint App,0
5275,3390.070456,3 years,17.36148626,C5,7 years,medical,681.3460484,Individual,1
5276,1020.092326,3 years,6.193251024,A4,4 years,debt_consolidation,715.654039,Individual,0
5277,657.5409048,3 years,10.83737664,A4,10 years,debt_consolidation,676.7987988,Individual,0
5278,1165.794343,3 years,13.43112556,B4,0 years,debt_consolidation,680.7316769,Joint App,0
5279,1085.480281,3 years,14.82024173,C5,6 years,house,723.2058262,Individual,0
5280,595.5929974,3 years,10.96592042,B1,5 years,other,785.2409635,Individual,0
5281,1069.504394,3 years,7.299198614,E4,5 years,debt_consolidation,658.7161188,Individual,0
5282,3319.568857,3 years,14.02275319,C3,7 years,debt_consolidation,682.1711435,Individual,0
5283,1011.173897,3 years,7.436238203,A4,5 years,debt_consolidation,683.9468409,Individual,0
5284,1032.809556,3 years,7.593736459,A5,5 years,credit_card,676.9435711,Individual,0
5285,1657.715539,3 years,14.74555415,C4,10 years,debt_consolidation,680.5144774,Individual,0
5286,1555.693909,3 years,14.04486956,C4,9 years,debt_consolidation,659.2116825,Individual,0
5287,2457.692628,3 years,10.51147076,B1,10 years,debt_consolidation,679.1894561,Individual,0
5288,650.3360539,3 years,14.22056159,C4,10 years,other,655.5773901,Individual,0
5289,1128.475127,3 years,6.509172794,A2,9 years,debt_consolidation,729.1029605,Individual,0
5290,1013.391734,3 years,11.6617888,B5,1 year,debt_consolidation,658.5417006,Individual,1
5291,509.0987978,3 years,10.90537448,B2,10 years,other,766.7377802,Individual,0
5292,1167.802789,3 years,18.65423289,D3,4 years,debt_consolidation,658.432581,Individual,0
5293,3285.276384,5 years,17.44204829,D4,6 years,debt_consolidation,682.5295975,Individual,0
5294,1065.738173,3 years,10.76666892,B4,10 years,debt_consolidation,657.9424933,Individual,1
5295,1129.177186,5 years,14.36800468,D5,0 years,credit_card,657.5271372,Joint App,0
5296,1122.28586,3 years,7.271718948,A2,10 years,debt_consolidation,713.3273808,Individual,0
5297,1040.756682,5 years,26.15274115,E4,0 years,debt_consolidation,664.8307861,Individual,0
5298,3128.486385,3 years,11.29480182,E2,10 years,credit_card,663.0498423,Individual,1
5299,1026.40546,3 years,8.101203421,B1,1 year,debt_consolidation,698.0359151,Individual,0
5300,948.4014843,3 years,5.937324583,A4,5 years,debt_consolidation,725.8672699,Individual,0
5301,1080.920107,3 years,11.1879179,B5,0 years,home_improvement,673.7258366,Individual,0
5302,2413.115667,3 years,23.34972256,D1,3 years,medical,697.8215385,Individual,0
5303,519.0248299,3 years,18.76725244,D4,10 years,credit_card,658.6566046,Individual,1
5304,2213.388728,3 years,11.47031277,B2,10 years,debt_consolidation,681.8420745,Individual,0
5305,1565.458741,3 years,9.940208887,B1,1 year,debt_consolidation,659.2048636,Individual,0
5306,1174.01789,3 years,14.85096033,C4,9 years,debt_consolidation,659.9825144,Individual,1
5307,1105.531239,3 years,11.27357173,B5,6 years,debt_consolidation,681.1209205,Individual,1
5308,1223.629896,3 years,14.13586231,C2,10 years,debt_consolidation,681.2978277,Joint App,0
5309,1672.329649,5 years,18.74691848,D2,4 years,debt_consolidation,682.2269812,Individual,0
5310,1572.207649,3 years,10.6915051,A1,2 years,credit_card,714.2531126,Individual,0
5311,2248.595959,5 years,18.77057522,D4,10 years,debt_consolidation,664.1919019,Individual,1
5312,1078.057876,3 years,7.144153169,B1,10 years,credit_card,712.1957184,Individual,0
5313,526.6437206,3 years,17.81863951,D2,6 years,debt_consolidation,656.1464134,Individual,0
5314,1198.288915,3 years,11.23904558,B4,10 years,debt_consolidation,698.4950272,Joint App,0
5315,1107.240505,3 years,10.90479666,A5,10 years,credit_card,708.6146824,Individual,0
5316,530.2002209,3 years,14.0940915,C4,6 years,credit_card,659.0890357,Joint App,0
5317,664.9403966,3 years,6.328984879,A2,3 years,debt_consolidation,723.7242247,Individual,0
5318,1124.369186,3 years,12.89300454,C1,6 years,debt_consolidation,660.4037866,Individual,0
5319,656.0303793,3 years,11.68297112,D1,7 years,car,658.145414,Individual,0
5320,1226.336345,3 years,10.30917508,B2,1 year,debt_consolidation,659.2267386,Individual,0
5321,1190.545263,3 years,13.49967899,B4,1 year,other,681.7056918,Individual,1
5322,1563.572453,3 years,11.17710758,B3,5 years,credit_card,682.7754746,Individual,0
5323,1574.009358,3 years,8.332234689,A5,9 years,credit_card,696.3969514,Individual,0
5324,731.1532107,3 years,8.78649956,A5,10 years,debt_consolidation,722.4625506,Individual,0
5325,2392.22115,5 years,14.5757141,B4,2 years,debt_consolidation,698.1050876,Individual,0
5326,1181.035295,3 years,13.51457415,C2,7 years,debt_consolidation,678.5994542,Individual,0
5327,653.0260101,3 years,7.651770028,A5,0 years,debt_consolidation,717.8112397,Individual,0
5328,1156.367247,3 years,10.78467955,B1,7 years,debt_consolidation,663.9866459,Joint App,0
5329,2391.597056,5 years,12.89687917,C2,0 years,debt_consolidation,662.2778588,Joint App,0
5330,3381.889123,5 years,14.04177284,C4,3 years,debt_consolidation,663.477316,Individual,0
5331,1174.503984,5 years,17.42559491,D2,6 years,debt_consolidation,659.7769399,Individual,0
5332,1109.534587,3 years,13.0635237,C1,6 years,debt_consolidation,719.5435026,Individual,0
5333,2237.834524,5 years,24.18935283,D5,3 years,debt_consolidation,688.4882354,Individual,1
5334,544.9677953,3 years,11.188027,B2,6 years,medical,698.5902303,Individual,0
5335,2138.306907,3 years,8.516591058,A4,7 years,credit_card,680.7937361,Individual,0
5336,3297.083785,3 years,8.222162518,B1,10 years,credit_card,658.3334771,Individual,0
5337,1072.506158,3 years,8.153217511,A4,1 year,credit_card,754.5274426,Individual,0
5338,1055.905341,3 years,7.931742762,A4,10 years,debt_consolidation,717.9562545,Individual,0
5339,495.7069596,3 years,12.83882437,C1,2 years,debt_consolidation,659.9131191,Individual,0
5340,1151.254627,3 years,13.44211881,C5,0 years,house,690.4929593,Individual,0
5341,1520.78707,3 years,6.731221688,A4,8 years,debt_consolidation,721.3191523,Individual,0
5342,2235.192929,3 years,8.251142673,A5,3 years,debt_consolidation,709.0999185,Individual,0
5343,653.2594454,3 years,13.12931253,E4,3 years,other,659.3164725,Individual,0
5344,1004.668757,3 years,7.837843458,A2,6 years,debt_consolidation,659.2757814,Individual,0
5345,2377.765473,5 years,22.66333345,D5,0 years,debt_consolidation,778.9032897,Joint App,0
5346,1558.243094,3 years,17.4089163,D4,6 years,car,659.3115346,Individual,0
5347,1152.773545,3 years,13.54089166,B5,9 years,home_improvement,681.2256114,Individual,0
5348,1148.370038,3 years,14.01927643,B4,10 years,debt_consolidation,720.4529272,Individual,0
5349,996.2968364,3 years,14.57617905,C4,5 years,credit_card,659.5992927,Individual,0
5350,619.4662767,3 years,13.47310492,C4,10 years,debt_consolidation,657.1482379,Individual,1
5351,3457.906824,5 years,18.54878453,D3,8 years,credit_card,663.1186321,Individual,0
5352,1504.836173,3 years,14.51625307,B5,9 years,debt_consolidation,681.8771583,Individual,0
5353,3374.257058,5 years,19.11449134,D3,6 years,debt_consolidation,660.111038,Individual,0
5354,537.6658269,3 years,17.71563721,D2,10 years,house,657.5859924,Individual,0
5355,1205.946503,3 years,13.24440575,D1,2 years,debt_consolidation,662.5395036,Individual,0
5356,1019.458001,3 years,14.75119486,C4,6 years,debt_consolidation,663.7231406,Individual,1
5357,1217.129423,3 years,8.481222989,C4,10 years,credit_card,656.8736101,Individual,0
5358,3417.034122,3 years,10.29429505,D1,6 years,credit_card,664.8259135,Individual,0
5359,2329.796095,5 years,13.55022683,D5,0 years,debt_consolidation,715.9310124,Individual,0
5360,1127.4621,3 years,14.23931355,B1,4 years,debt_consolidation,699.5224642,Individual,0
5361,1121.067572,5 years,13.49781324,C2,9 years,debt_consolidation,678.7090333,Individual,0
5362,2303.623359,3 years,8.171574022,A5,10 years,debt_consolidation,713.9233698,Individual,0
5363,3372.765734,5 years,7.860583793,A3,6 years,debt_consolidation,782.1788914,Individual,0
5364,1200.732929,5 years,22.93267225,C4,8 years,debt_consolidation,657.2263887,Individual,1
5365,1068.130026,3 years,13.6535696,C2,0 years,credit_card,657.6751954,Joint App,0
5366,654.2989722,3 years,10.98898942,B3,6 years,debt_consolidation,658.0779339,Individual,0
5367,971.1631517,3 years,6.84522739,B2,10 years,debt_consolidation,792.3131729,Joint App,0
5368,2436.489932,3 years,23.96223711,D3,8 years,credit_card,657.7436414,Individual,1
5369,2299.510145,3 years,8.115443311,A5,10 years,debt_consolidation,676.8553686,Individual,1
5370,3523.216427,5 years,23.78114181,C3,4 years,debt_consolidation,712.1496268,Individual,0
5371,2426.405551,3 years,7.385857657,B1,10 years,debt_consolidation,679.7565771,Individual,0
5372,2408.563961,3 years,11.29777287,B3,10 years,credit_card,677.3170094,Individual,0
5373,1209.622696,3 years,8.485187158,A5,9 years,debt_consolidation,657.2006782,Individual,1
5374,1145.505991,5 years,18.61532213,D4,1 year,debt_consolidation,681.9939065,Individual,0
5375,3527.499879,5 years,14.25431207,C4,10 years,debt_consolidation,699.7445574,Joint App,0
5376,2403.458397,5 years,14.18114877,D3,10 years,debt_consolidation,658.1143871,Individual,0
5377,1598.039803,3 years,16.75732534,D2,10 years,debt_consolidation,697.3640075,Individual,0
5378,1170.949823,5 years,15.45478711,C5,0 years,debt_consolidation,655.8272551,Individual,0
5379,1112.442756,3 years,14.22104141,C2,0 years,credit_card,662.9239683,Individual,0
5380,2377.991717,3 years,13.53587748,C1,10 years,debt_consolidation,726.4457736,Individual,1
5381,3242.283241,3 years,10.60003512,B3,10 years,debt_consolidation,683.4915544,Individual,0
5382,587.6180416,3 years,10.81473401,B1,1 year,debt_consolidation,698.3355305,Individual,0
5383,1529.822253,5 years,18.58778698,D3,0 years,credit_card,658.9900741,Individual,0
